Source,Target,Weight,Country
Rashid Khan,HM Amla,7,Afghanistan
Rashid Khan,AB de,7,Afghanistan
Rashid Khan,DA Miller,7,Afghanistan
Rashid Khan,D Wiese,7,Afghanistan
Rashid Khan,CH Morris,7,Afghanistan
Rashid Khan,KJ Abbott,7,Afghanistan
Rashid Khan,Imran Tahir,7,Afghanistan
Rashid Khan,SW Billings,7,Afghanistan
Rashid Khan,SL Malinga,7,Afghanistan
Rashid Khan,Mohammad Sami,7,Afghanistan
Rashid Khan,B Kumar,7,Afghanistan
Rashid Khan,A Zampa,7,Afghanistan
Rashid Khan,F Behardien,7,Afghanistan
Rashid Khan,J Charles,7,Afghanistan
Rashid Khan,CH Gayle,7,Afghanistan
Rashid Khan,MN Samuels,7,Afghanistan
Rashid Khan,DJ Bravo,7,Afghanistan
Rashid Khan,AD Russell,7,Afghanistan
Rashid Khan,DJG Sammy,7,Afghanistan
Rashid Khan,CR Brathwaite,7,Afghanistan
Rashid Khan,S Badree,7,Afghanistan
Rashid Khan,ADS Fletcher,7,Afghanistan
Rashid Khan,LE Plunkett,7,Afghanistan
Rashid Khan,E Lewis,7,Afghanistan
Rashid Khan,LMP Simmons,7,Afghanistan
Rashid Khan,R Dhawan,7,Afghanistan
Rashid Khan,JD Unadkat,7,Afghanistan
Rashid Khan,YS Chahal,7,Afghanistan
Rashid Khan,DS Kulkarni,7,Afghanistan
Rashid Khan,LA Dawson,7,Afghanistan
Rashid Khan,TS Mills,7,Afghanistan
Rashid Khan,KA Pollard,7,Afghanistan
Rashid Khan,SP Narine,7,Afghanistan
Rashid Khan,A Mishra,7,Afghanistan
Rashid Khan,GJ Bailey,7,Afghanistan
Rashid Khan,MC Henriques,7,Afghanistan
Rashid Khan,Babar Azam,7,Afghanistan
Rashid Khan,Sohail Tanvir,7,Afghanistan
Rashid Khan,Hasan Ali,7,Afghanistan
Rashid Khan,CAK Walton,7,Afghanistan
Rashid Khan,KOK Williams,7,Afghanistan
Rashid Khan,Rumman Raees,7,Afghanistan
Rashid Khan,Rubel Hossain,7,Afghanistan
Rashid Khan,JDS Neesham,7,Afghanistan
Rashid Khan,JT Smuts,7,Afghanistan
Rashid Khan,M Klinger,7,Afghanistan
Rashid Khan,Kamran Akmal,7,Afghanistan
Rashid Khan,Shadab Khan,7,Afghanistan
Rashid Khan,T Shamsi,7,Afghanistan
Rashid Khan,DJ Malan,7,Afghanistan
Rashid Khan,KD Karthik,7,Afghanistan
Rashid Khan,Kuldeep Yadav,7,Afghanistan
Rashid Khan,Sohail Khan,7,Afghanistan
Rashid Khan,DT Christian,7,Afghanistan
MJ Santner,AF Milne,17,New Zealand
MJ Santner,Mohammad Hafeez,17,New Zealand
MJ Santner,Ahmed Shehzad,17,New Zealand
MJ Santner,Shoaib Malik,17,New Zealand
MJ Santner,Umar Akmal,17,New Zealand
MJ Santner,Shahid Afridi,17,New Zealand
MJ Santner,Imad Wasim,17,New Zealand
MJ Santner,Wahab Riaz,17,New Zealand
MJ Santner,Mohammad Amir,17,New Zealand
MJ Santner,Tamim Iqbal,17,New Zealand
MJ Santner,Sabbir Rahman,17,New Zealand
MJ Santner,Shakib Al,17,New Zealand
MJ Santner,Mahmudullah,17,New Zealand
MJ Santner,Mashrafe Mortaza,17,New Zealand
MJ Santner,Al-Amin Hossain,17,New Zealand
MJ Santner,Mustafizur Rahman,17,New Zealand
MJ Santner,Taskin Ahmed,17,New Zealand
MJ Santner,RG Sharma,17,New Zealand
MJ Santner,S Dhawan,17,New Zealand
MJ Santner,V Kohli,17,New Zealand
MJ Santner,SK Raina,17,New Zealand
MJ Santner,MS Dhoni,17,New Zealand
MJ Santner,AJ Finch,17,New Zealand
MJ Santner,DA Warner,17,New Zealand
MJ Santner,SPD Smith,17,New Zealand
MJ Santner,CA Lynn,17,New Zealand
MJ Santner,SR Watson,17,New Zealand
MJ Santner,HH Pandya,17,New Zealand
MJ Santner,JJ Bumrah,17,New Zealand
MJ Santner,A Nehra,17,New Zealand
MJ Santner,SE Marsh,17,New Zealand
MJ Santner,GJ Maxwell,17,New Zealand
MJ Santner,AJ Tye,17,New Zealand
MJ Santner,AM Rahane,17,New Zealand
MJ Santner,S Prasanna,17,New Zealand
MJ Santner,JJ Roy,17,New Zealand
MJ Santner,EJG Morgan,17,New Zealand
MJ Santner,JC Buttler,17,New Zealand
MJ Santner,CJ Jordan,17,New Zealand
MJ Santner,AU Rashid,17,New Zealand
MJ Santner,DJ Willey,17,New Zealand
MJ Santner,HM Amla,17,New Zealand
MJ Santner,AB de,17,New Zealand
MJ Santner,DA Miller,17,New Zealand
MJ Santner,D Wiese,17,New Zealand
MJ Santner,CH Morris,17,New Zealand
MJ Santner,KJ Abbott,17,New Zealand
MJ Santner,Imran Tahir,17,New Zealand
MJ Santner,SW Billings,17,New Zealand
MJ Santner,SL Malinga,17,New Zealand
MJ Santner,Mohammad Sami,17,New Zealand
MJ Santner,B Kumar,17,New Zealand
MJ Santner,A Zampa,17,New Zealand
MJ Santner,F Behardien,17,New Zealand
MJ Santner,J Charles,17,New Zealand
MJ Santner,CH Gayle,17,New Zealand
MJ Santner,MN Samuels,17,New Zealand
MJ Santner,DJ Bravo,17,New Zealand
MJ Santner,AD Russell,17,New Zealand
MJ Santner,DJG Sammy,17,New Zealand
MJ Santner,CR Brathwaite,17,New Zealand
MJ Santner,S Badree,17,New Zealand
MJ Santner,ADS Fletcher,17,New Zealand
MJ Santner,LE Plunkett,17,New Zealand
MJ Santner,E Lewis,17,New Zealand
MJ Santner,LMP Simmons,17,New Zealand
MJ Santner,R Dhawan,17,New Zealand
MJ Santner,JD Unadkat,17,New Zealand
MJ Santner,YS Chahal,17,New Zealand
MJ Santner,DS Kulkarni,17,New Zealand
MJ Santner,LA Dawson,17,New Zealand
MJ Santner,TS Mills,17,New Zealand
MJ Santner,KA Pollard,17,New Zealand
MJ Santner,SP Narine,17,New Zealand
MJ Santner,A Mishra,17,New Zealand
MJ Santner,GJ Bailey,17,New Zealand
MJ Santner,MC Henriques,17,New Zealand
MJ Santner,Babar Azam,17,New Zealand
MJ Santner,Sohail Tanvir,17,New Zealand
MJ Santner,Hasan Ali,17,New Zealand
MJ Santner,CAK Walton,17,New Zealand
MJ Santner,KOK Williams,17,New Zealand
MJ Santner,Rumman Raees,17,New Zealand
MJ Santner,Rubel Hossain,17,New Zealand
MJ Santner,JDS Neesham,17,New Zealand
MJ Santner,JT Smuts,17,New Zealand
MJ Santner,M Klinger,17,New Zealand
MJ Santner,Kamran Akmal,17,New Zealand
MJ Santner,Shadab Khan,17,New Zealand
MJ Santner,T Shamsi,17,New Zealand
MJ Santner,DJ Malan,17,New Zealand
MJ Santner,KD Karthik,17,New Zealand
MJ Santner,Kuldeep Yadav,17,New Zealand
MJ Santner,Sohail Khan,17,New Zealand
MJ Santner,DT Christian,17,New Zealand
AF Milne,Mohammad Hafeez,9,New Zealand
AF Milne,Ahmed Shehzad,9,New Zealand
AF Milne,Shoaib Malik,9,New Zealand
AF Milne,Umar Akmal,9,New Zealand
AF Milne,Shahid Afridi,9,New Zealand
AF Milne,Imad Wasim,9,New Zealand
AF Milne,Wahab Riaz,9,New Zealand
AF Milne,Mohammad Amir,9,New Zealand
AF Milne,Tamim Iqbal,9,New Zealand
AF Milne,Sabbir Rahman,9,New Zealand
AF Milne,Shakib Al,9,New Zealand
AF Milne,Mahmudullah,9,New Zealand
AF Milne,Mashrafe Mortaza,9,New Zealand
AF Milne,Al-Amin Hossain,9,New Zealand
AF Milne,Mustafizur Rahman,9,New Zealand
AF Milne,Taskin Ahmed,9,New Zealand
AF Milne,RG Sharma,9,New Zealand
AF Milne,S Dhawan,9,New Zealand
AF Milne,V Kohli,9,New Zealand
AF Milne,SK Raina,9,New Zealand
AF Milne,MS Dhoni,9,New Zealand
AF Milne,AJ Finch,9,New Zealand
AF Milne,DA Warner,9,New Zealand
AF Milne,SPD Smith,9,New Zealand
AF Milne,CA Lynn,9,New Zealand
AF Milne,SR Watson,9,New Zealand
AF Milne,HH Pandya,9,New Zealand
AF Milne,JJ Bumrah,9,New Zealand
AF Milne,A Nehra,9,New Zealand
AF Milne,SE Marsh,9,New Zealand
AF Milne,GJ Maxwell,9,New Zealand
AF Milne,AJ Tye,9,New Zealand
AF Milne,AM Rahane,9,New Zealand
AF Milne,S Prasanna,9,New Zealand
AF Milne,JJ Roy,9,New Zealand
AF Milne,EJG Morgan,9,New Zealand
AF Milne,JC Buttler,9,New Zealand
AF Milne,CJ Jordan,9,New Zealand
AF Milne,AU Rashid,9,New Zealand
AF Milne,DJ Willey,9,New Zealand
AF Milne,HM Amla,9,New Zealand
AF Milne,AB de,9,New Zealand
AF Milne,DA Miller,9,New Zealand
AF Milne,D Wiese,9,New Zealand
AF Milne,CH Morris,9,New Zealand
AF Milne,KJ Abbott,9,New Zealand
AF Milne,Imran Tahir,9,New Zealand
AF Milne,SW Billings,9,New Zealand
AF Milne,SL Malinga,9,New Zealand
AF Milne,Mohammad Sami,9,New Zealand
AF Milne,B Kumar,9,New Zealand
AF Milne,A Zampa,9,New Zealand
AF Milne,F Behardien,9,New Zealand
AF Milne,J Charles,9,New Zealand
AF Milne,CH Gayle,9,New Zealand
AF Milne,MN Samuels,9,New Zealand
AF Milne,DJ Bravo,9,New Zealand
AF Milne,AD Russell,9,New Zealand
AF Milne,DJG Sammy,9,New Zealand
AF Milne,CR Brathwaite,9,New Zealand
AF Milne,S Badree,9,New Zealand
AF Milne,ADS Fletcher,9,New Zealand
AF Milne,LE Plunkett,9,New Zealand
AF Milne,E Lewis,9,New Zealand
AF Milne,LMP Simmons,9,New Zealand
AF Milne,R Dhawan,9,New Zealand
AF Milne,JD Unadkat,9,New Zealand
AF Milne,YS Chahal,9,New Zealand
AF Milne,DS Kulkarni,9,New Zealand
AF Milne,LA Dawson,9,New Zealand
AF Milne,TS Mills,9,New Zealand
AF Milne,KA Pollard,9,New Zealand
AF Milne,SP Narine,9,New Zealand
AF Milne,A Mishra,9,New Zealand
AF Milne,GJ Bailey,9,New Zealand
AF Milne,MC Henriques,9,New Zealand
AF Milne,Babar Azam,9,New Zealand
AF Milne,Sohail Tanvir,9,New Zealand
AF Milne,Hasan Ali,9,New Zealand
AF Milne,CAK Walton,9,New Zealand
AF Milne,KOK Williams,9,New Zealand
AF Milne,Rumman Raees,9,New Zealand
AF Milne,Rubel Hossain,9,New Zealand
AF Milne,JDS Neesham,9,New Zealand
AF Milne,JT Smuts,9,New Zealand
AF Milne,M Klinger,9,New Zealand
AF Milne,Kamran Akmal,9,New Zealand
AF Milne,Shadab Khan,9,New Zealand
AF Milne,T Shamsi,9,New Zealand
AF Milne,DJ Malan,9,New Zealand
AF Milne,KD Karthik,9,New Zealand
AF Milne,Kuldeep Yadav,9,New Zealand
AF Milne,Sohail Khan,9,New Zealand
AF Milne,DT Christian,9,New Zealand
Mohammad Hafeez,Ahmed Shehzad,12,Pakistan
Mohammad Hafeez,Shoaib Malik,12,Pakistan
Mohammad Hafeez,Umar Akmal,12,Pakistan
Mohammad Hafeez,Shahid Afridi,12,Pakistan
Mohammad Hafeez,Imad Wasim,12,Pakistan
Mohammad Hafeez,Wahab Riaz,12,Pakistan
Mohammad Hafeez,Mohammad Amir,12,Pakistan
Mohammad Hafeez,Tamim Iqbal,12,Pakistan
Mohammad Hafeez,Sabbir Rahman,12,Pakistan
Mohammad Hafeez,Shakib Al,12,Pakistan
Mohammad Hafeez,Mahmudullah,12,Pakistan
Mohammad Hafeez,Mashrafe Mortaza,12,Pakistan
Mohammad Hafeez,Al-Amin Hossain,12,Pakistan
Mohammad Hafeez,Mustafizur Rahman,12,Pakistan
Mohammad Hafeez,Taskin Ahmed,12,Pakistan
Mohammad Hafeez,RG Sharma,12,Pakistan
Mohammad Hafeez,S Dhawan,12,Pakistan
Mohammad Hafeez,V Kohli,12,Pakistan
Mohammad Hafeez,SK Raina,12,Pakistan
Mohammad Hafeez,MS Dhoni,12,Pakistan
Mohammad Hafeez,AJ Finch,12,Pakistan
Mohammad Hafeez,DA Warner,12,Pakistan
Mohammad Hafeez,SPD Smith,12,Pakistan
Mohammad Hafeez,CA Lynn,12,Pakistan
Mohammad Hafeez,SR Watson,12,Pakistan
Mohammad Hafeez,HH Pandya,12,Pakistan
Mohammad Hafeez,JJ Bumrah,12,Pakistan
Mohammad Hafeez,A Nehra,12,Pakistan
Mohammad Hafeez,SE Marsh,12,Pakistan
Mohammad Hafeez,GJ Maxwell,12,Pakistan
Mohammad Hafeez,AJ Tye,12,Pakistan
Mohammad Hafeez,AM Rahane,12,Pakistan
Mohammad Hafeez,S Prasanna,12,Pakistan
Mohammad Hafeez,JJ Roy,12,Pakistan
Mohammad Hafeez,EJG Morgan,12,Pakistan
Mohammad Hafeez,JC Buttler,12,Pakistan
Mohammad Hafeez,CJ Jordan,12,Pakistan
Mohammad Hafeez,AU Rashid,12,Pakistan
Mohammad Hafeez,DJ Willey,12,Pakistan
Mohammad Hafeez,HM Amla,12,Pakistan
Mohammad Hafeez,AB de,12,Pakistan
Mohammad Hafeez,DA Miller,12,Pakistan
Mohammad Hafeez,D Wiese,12,Pakistan
Mohammad Hafeez,CH Morris,12,Pakistan
Mohammad Hafeez,KJ Abbott,12,Pakistan
Mohammad Hafeez,Imran Tahir,12,Pakistan
Mohammad Hafeez,SW Billings,12,Pakistan
Mohammad Hafeez,SL Malinga,12,Pakistan
Mohammad Hafeez,Mohammad Sami,12,Pakistan
Mohammad Hafeez,B Kumar,12,Pakistan
Mohammad Hafeez,A Zampa,12,Pakistan
Mohammad Hafeez,F Behardien,12,Pakistan
Mohammad Hafeez,J Charles,12,Pakistan
Mohammad Hafeez,CH Gayle,12,Pakistan
Mohammad Hafeez,MN Samuels,12,Pakistan
Mohammad Hafeez,DJ Bravo,12,Pakistan
Mohammad Hafeez,AD Russell,12,Pakistan
Mohammad Hafeez,DJG Sammy,12,Pakistan
Mohammad Hafeez,CR Brathwaite,12,Pakistan
Mohammad Hafeez,S Badree,12,Pakistan
Mohammad Hafeez,ADS Fletcher,12,Pakistan
Mohammad Hafeez,LE Plunkett,12,Pakistan
Mohammad Hafeez,E Lewis,12,Pakistan
Mohammad Hafeez,LMP Simmons,12,Pakistan
Mohammad Hafeez,R Dhawan,12,Pakistan
Mohammad Hafeez,JD Unadkat,12,Pakistan
Mohammad Hafeez,YS Chahal,12,Pakistan
Mohammad Hafeez,DS Kulkarni,12,Pakistan
Mohammad Hafeez,LA Dawson,12,Pakistan
Mohammad Hafeez,TS Mills,12,Pakistan
Mohammad Hafeez,KA Pollard,12,Pakistan
Mohammad Hafeez,SP Narine,12,Pakistan
Mohammad Hafeez,A Mishra,12,Pakistan
Mohammad Hafeez,GJ Bailey,12,Pakistan
Mohammad Hafeez,MC Henriques,12,Pakistan
Mohammad Hafeez,Babar Azam,12,Pakistan
Mohammad Hafeez,Sohail Tanvir,12,Pakistan
Mohammad Hafeez,Hasan Ali,12,Pakistan
Mohammad Hafeez,CAK Walton,12,Pakistan
Mohammad Hafeez,KOK Williams,12,Pakistan
Mohammad Hafeez,Rumman Raees,12,Pakistan
Mohammad Hafeez,Rubel Hossain,12,Pakistan
Mohammad Hafeez,JDS Neesham,12,Pakistan
Mohammad Hafeez,JT Smuts,12,Pakistan
Mohammad Hafeez,M Klinger,12,Pakistan
Mohammad Hafeez,Kamran Akmal,12,Pakistan
Mohammad Hafeez,Shadab Khan,12,Pakistan
Mohammad Hafeez,T Shamsi,12,Pakistan
Mohammad Hafeez,DJ Malan,12,Pakistan
Mohammad Hafeez,KD Karthik,12,Pakistan
Mohammad Hafeez,Kuldeep Yadav,12,Pakistan
Mohammad Hafeez,Sohail Khan,12,Pakistan
Mohammad Hafeez,DT Christian,12,Pakistan
Ahmed Shehzad,Shoaib Malik,13,Pakistan
Ahmed Shehzad,Umar Akmal,13,Pakistan
Ahmed Shehzad,Shahid Afridi,13,Pakistan
Ahmed Shehzad,Imad Wasim,13,Pakistan
Ahmed Shehzad,Wahab Riaz,13,Pakistan
Ahmed Shehzad,Mohammad Amir,13,Pakistan
Ahmed Shehzad,Tamim Iqbal,13,Pakistan
Ahmed Shehzad,Sabbir Rahman,13,Pakistan
Ahmed Shehzad,Shakib Al,13,Pakistan
Ahmed Shehzad,Mahmudullah,13,Pakistan
Ahmed Shehzad,Mashrafe Mortaza,13,Pakistan
Ahmed Shehzad,Al-Amin Hossain,13,Pakistan
Ahmed Shehzad,Mustafizur Rahman,13,Pakistan
Ahmed Shehzad,Taskin Ahmed,13,Pakistan
Ahmed Shehzad,RG Sharma,13,Pakistan
Ahmed Shehzad,S Dhawan,13,Pakistan
Ahmed Shehzad,V Kohli,13,Pakistan
Ahmed Shehzad,SK Raina,13,Pakistan
Ahmed Shehzad,MS Dhoni,13,Pakistan
Ahmed Shehzad,AJ Finch,13,Pakistan
Ahmed Shehzad,DA Warner,13,Pakistan
Ahmed Shehzad,SPD Smith,13,Pakistan
Ahmed Shehzad,CA Lynn,13,Pakistan
Ahmed Shehzad,SR Watson,13,Pakistan
Ahmed Shehzad,HH Pandya,13,Pakistan
Ahmed Shehzad,JJ Bumrah,13,Pakistan
Ahmed Shehzad,A Nehra,13,Pakistan
Ahmed Shehzad,SE Marsh,13,Pakistan
Ahmed Shehzad,GJ Maxwell,13,Pakistan
Ahmed Shehzad,AJ Tye,13,Pakistan
Ahmed Shehzad,AM Rahane,13,Pakistan
Ahmed Shehzad,S Prasanna,13,Pakistan
Ahmed Shehzad,JJ Roy,13,Pakistan
Ahmed Shehzad,EJG Morgan,13,Pakistan
Ahmed Shehzad,JC Buttler,13,Pakistan
Ahmed Shehzad,CJ Jordan,13,Pakistan
Ahmed Shehzad,AU Rashid,13,Pakistan
Ahmed Shehzad,DJ Willey,13,Pakistan
Ahmed Shehzad,HM Amla,13,Pakistan
Ahmed Shehzad,AB de,13,Pakistan
Ahmed Shehzad,DA Miller,13,Pakistan
Ahmed Shehzad,D Wiese,13,Pakistan
Ahmed Shehzad,CH Morris,13,Pakistan
Ahmed Shehzad,KJ Abbott,13,Pakistan
Ahmed Shehzad,Imran Tahir,13,Pakistan
Ahmed Shehzad,SW Billings,13,Pakistan
Ahmed Shehzad,SL Malinga,13,Pakistan
Ahmed Shehzad,Mohammad Sami,13,Pakistan
Ahmed Shehzad,B Kumar,13,Pakistan
Ahmed Shehzad,A Zampa,13,Pakistan
Ahmed Shehzad,F Behardien,13,Pakistan
Ahmed Shehzad,J Charles,13,Pakistan
Ahmed Shehzad,CH Gayle,13,Pakistan
Ahmed Shehzad,MN Samuels,13,Pakistan
Ahmed Shehzad,DJ Bravo,13,Pakistan
Ahmed Shehzad,AD Russell,13,Pakistan
Ahmed Shehzad,DJG Sammy,13,Pakistan
Ahmed Shehzad,CR Brathwaite,13,Pakistan
Ahmed Shehzad,S Badree,13,Pakistan
Ahmed Shehzad,ADS Fletcher,13,Pakistan
Ahmed Shehzad,LE Plunkett,13,Pakistan
Ahmed Shehzad,E Lewis,13,Pakistan
Ahmed Shehzad,LMP Simmons,13,Pakistan
Ahmed Shehzad,R Dhawan,13,Pakistan
Ahmed Shehzad,JD Unadkat,13,Pakistan
Ahmed Shehzad,YS Chahal,13,Pakistan
Ahmed Shehzad,DS Kulkarni,13,Pakistan
Ahmed Shehzad,LA Dawson,13,Pakistan
Ahmed Shehzad,TS Mills,13,Pakistan
Ahmed Shehzad,KA Pollard,13,Pakistan
Ahmed Shehzad,SP Narine,13,Pakistan
Ahmed Shehzad,A Mishra,13,Pakistan
Ahmed Shehzad,GJ Bailey,13,Pakistan
Ahmed Shehzad,MC Henriques,13,Pakistan
Ahmed Shehzad,Babar Azam,13,Pakistan
Ahmed Shehzad,Sohail Tanvir,13,Pakistan
Ahmed Shehzad,Hasan Ali,13,Pakistan
Ahmed Shehzad,CAK Walton,13,Pakistan
Ahmed Shehzad,KOK Williams,13,Pakistan
Ahmed Shehzad,Rumman Raees,13,Pakistan
Ahmed Shehzad,Rubel Hossain,13,Pakistan
Ahmed Shehzad,JDS Neesham,13,Pakistan
Ahmed Shehzad,JT Smuts,13,Pakistan
Ahmed Shehzad,M Klinger,13,Pakistan
Ahmed Shehzad,Kamran Akmal,13,Pakistan
Ahmed Shehzad,Shadab Khan,13,Pakistan
Ahmed Shehzad,T Shamsi,13,Pakistan
Ahmed Shehzad,DJ Malan,13,Pakistan
Ahmed Shehzad,KD Karthik,13,Pakistan
Ahmed Shehzad,Kuldeep Yadav,13,Pakistan
Ahmed Shehzad,Sohail Khan,13,Pakistan
Ahmed Shehzad,DT Christian,13,Pakistan
Shoaib Malik,Umar Akmal,21,Pakistan
Shoaib Malik,Shahid Afridi,21,Pakistan
Shoaib Malik,Imad Wasim,21,Pakistan
Shoaib Malik,Wahab Riaz,21,Pakistan
Shoaib Malik,Mohammad Amir,21,Pakistan
Shoaib Malik,Tamim Iqbal,21,Pakistan
Shoaib Malik,Sabbir Rahman,21,Pakistan
Shoaib Malik,Shakib Al,21,Pakistan
Shoaib Malik,Mahmudullah,21,Pakistan
Shoaib Malik,Mashrafe Mortaza,21,Pakistan
Shoaib Malik,Al-Amin Hossain,21,Pakistan
Shoaib Malik,Mustafizur Rahman,21,Pakistan
Shoaib Malik,Taskin Ahmed,21,Pakistan
Shoaib Malik,RG Sharma,21,Pakistan
Shoaib Malik,S Dhawan,21,Pakistan
Shoaib Malik,V Kohli,21,Pakistan
Shoaib Malik,SK Raina,21,Pakistan
Shoaib Malik,MS Dhoni,21,Pakistan
Shoaib Malik,AJ Finch,21,Pakistan
Shoaib Malik,DA Warner,21,Pakistan
Shoaib Malik,SPD Smith,21,Pakistan
Shoaib Malik,CA Lynn,21,Pakistan
Shoaib Malik,SR Watson,21,Pakistan
Shoaib Malik,HH Pandya,21,Pakistan
Shoaib Malik,JJ Bumrah,21,Pakistan
Shoaib Malik,A Nehra,21,Pakistan
Shoaib Malik,SE Marsh,21,Pakistan
Shoaib Malik,GJ Maxwell,21,Pakistan
Shoaib Malik,AJ Tye,21,Pakistan
Shoaib Malik,AM Rahane,21,Pakistan
Shoaib Malik,S Prasanna,21,Pakistan
Shoaib Malik,JJ Roy,21,Pakistan
Shoaib Malik,EJG Morgan,21,Pakistan
Shoaib Malik,JC Buttler,21,Pakistan
Shoaib Malik,CJ Jordan,21,Pakistan
Shoaib Malik,AU Rashid,21,Pakistan
Shoaib Malik,DJ Willey,21,Pakistan
Shoaib Malik,HM Amla,21,Pakistan
Shoaib Malik,AB de,21,Pakistan
Shoaib Malik,DA Miller,21,Pakistan
Shoaib Malik,D Wiese,21,Pakistan
Shoaib Malik,CH Morris,21,Pakistan
Shoaib Malik,KJ Abbott,21,Pakistan
Shoaib Malik,Imran Tahir,21,Pakistan
Shoaib Malik,SW Billings,21,Pakistan
Shoaib Malik,SL Malinga,21,Pakistan
Shoaib Malik,Mohammad Sami,21,Pakistan
Shoaib Malik,B Kumar,21,Pakistan
Shoaib Malik,A Zampa,21,Pakistan
Shoaib Malik,F Behardien,21,Pakistan
Shoaib Malik,J Charles,21,Pakistan
Shoaib Malik,CH Gayle,21,Pakistan
Shoaib Malik,MN Samuels,21,Pakistan
Shoaib Malik,DJ Bravo,21,Pakistan
Shoaib Malik,AD Russell,21,Pakistan
Shoaib Malik,DJG Sammy,21,Pakistan
Shoaib Malik,CR Brathwaite,21,Pakistan
Shoaib Malik,S Badree,21,Pakistan
Shoaib Malik,ADS Fletcher,21,Pakistan
Shoaib Malik,LE Plunkett,21,Pakistan
Shoaib Malik,E Lewis,21,Pakistan
Shoaib Malik,LMP Simmons,21,Pakistan
Shoaib Malik,R Dhawan,21,Pakistan
Shoaib Malik,JD Unadkat,21,Pakistan
Shoaib Malik,YS Chahal,21,Pakistan
Shoaib Malik,DS Kulkarni,21,Pakistan
Shoaib Malik,LA Dawson,21,Pakistan
Shoaib Malik,TS Mills,21,Pakistan
Shoaib Malik,KA Pollard,21,Pakistan
Shoaib Malik,SP Narine,21,Pakistan
Shoaib Malik,A Mishra,21,Pakistan
Shoaib Malik,GJ Bailey,21,Pakistan
Shoaib Malik,MC Henriques,21,Pakistan
Shoaib Malik,Babar Azam,21,Pakistan
Shoaib Malik,Sohail Tanvir,21,Pakistan
Shoaib Malik,Hasan Ali,21,Pakistan
Shoaib Malik,CAK Walton,21,Pakistan
Shoaib Malik,KOK Williams,21,Pakistan
Shoaib Malik,Rumman Raees,21,Pakistan
Shoaib Malik,Rubel Hossain,21,Pakistan
Shoaib Malik,JDS Neesham,21,Pakistan
Shoaib Malik,JT Smuts,21,Pakistan
Shoaib Malik,M Klinger,21,Pakistan
Shoaib Malik,Kamran Akmal,21,Pakistan
Shoaib Malik,Shadab Khan,21,Pakistan
Shoaib Malik,T Shamsi,21,Pakistan
Shoaib Malik,DJ Malan,21,Pakistan
Shoaib Malik,KD Karthik,21,Pakistan
Shoaib Malik,Kuldeep Yadav,21,Pakistan
Shoaib Malik,Sohail Khan,21,Pakistan
Shoaib Malik,DT Christian,21,Pakistan
Umar Akmal,Shahid Afridi,13,Pakistan
Umar Akmal,Imad Wasim,13,Pakistan
Umar Akmal,Wahab Riaz,13,Pakistan
Umar Akmal,Mohammad Amir,13,Pakistan
Umar Akmal,Tamim Iqbal,13,Pakistan
Umar Akmal,Sabbir Rahman,13,Pakistan
Umar Akmal,Shakib Al,13,Pakistan
Umar Akmal,Mahmudullah,13,Pakistan
Umar Akmal,Mashrafe Mortaza,13,Pakistan
Umar Akmal,Al-Amin Hossain,13,Pakistan
Umar Akmal,Mustafizur Rahman,13,Pakistan
Umar Akmal,Taskin Ahmed,13,Pakistan
Umar Akmal,RG Sharma,13,Pakistan
Umar Akmal,S Dhawan,13,Pakistan
Umar Akmal,V Kohli,13,Pakistan
Umar Akmal,SK Raina,13,Pakistan
Umar Akmal,MS Dhoni,13,Pakistan
Umar Akmal,AJ Finch,13,Pakistan
Umar Akmal,DA Warner,13,Pakistan
Umar Akmal,SPD Smith,13,Pakistan
Umar Akmal,CA Lynn,13,Pakistan
Umar Akmal,SR Watson,13,Pakistan
Umar Akmal,HH Pandya,13,Pakistan
Umar Akmal,JJ Bumrah,13,Pakistan
Umar Akmal,A Nehra,13,Pakistan
Umar Akmal,SE Marsh,13,Pakistan
Umar Akmal,GJ Maxwell,13,Pakistan
Umar Akmal,AJ Tye,13,Pakistan
Umar Akmal,AM Rahane,13,Pakistan
Umar Akmal,S Prasanna,13,Pakistan
Umar Akmal,JJ Roy,13,Pakistan
Umar Akmal,EJG Morgan,13,Pakistan
Umar Akmal,JC Buttler,13,Pakistan
Umar Akmal,CJ Jordan,13,Pakistan
Umar Akmal,AU Rashid,13,Pakistan
Umar Akmal,DJ Willey,13,Pakistan
Umar Akmal,HM Amla,13,Pakistan
Umar Akmal,AB de,13,Pakistan
Umar Akmal,DA Miller,13,Pakistan
Umar Akmal,D Wiese,13,Pakistan
Umar Akmal,CH Morris,13,Pakistan
Umar Akmal,KJ Abbott,13,Pakistan
Umar Akmal,Imran Tahir,13,Pakistan
Umar Akmal,SW Billings,13,Pakistan
Umar Akmal,SL Malinga,13,Pakistan
Umar Akmal,Mohammad Sami,13,Pakistan
Umar Akmal,B Kumar,13,Pakistan
Umar Akmal,A Zampa,13,Pakistan
Umar Akmal,F Behardien,13,Pakistan
Umar Akmal,J Charles,13,Pakistan
Umar Akmal,CH Gayle,13,Pakistan
Umar Akmal,MN Samuels,13,Pakistan
Umar Akmal,DJ Bravo,13,Pakistan
Umar Akmal,AD Russell,13,Pakistan
Umar Akmal,DJG Sammy,13,Pakistan
Umar Akmal,CR Brathwaite,13,Pakistan
Umar Akmal,S Badree,13,Pakistan
Umar Akmal,ADS Fletcher,13,Pakistan
